ID,Address,Name,Latitude,Longitude,Radius,Tags,Notes,Type
36812726,799 JEDBURG ROAD  SUMMERVILLE SC 29483,Gas 1068,33.080894,-80.210859,75,,,Normal Geofence
36812727,2519 LYNDALE AVE N  FARIBAULT MN 55021,Gas 84610,44.317347,-93.29515,75,,,Normal Geofence
36812728,4700 Fisher Rd  Columbus OH 43228,Vista Packaging,39.975176,-83.128623,75,,,Normal Geofence
36812729,Gas City IN 46933,Wal-Mart GC,40.479739,-85.592079,75,,,Normal Geofence
36812730,619 SOUTH SUNSHINE BOULEV ARD ELOY AZ 85231,Gas 458,32.738301,-111.549439,75,,,Normal Geofence
36812731,1775 S West St  Indianapolis IN 46225,Westrock INDY,39.742401,-86.164605,75,,,Normal Geofence
36812732,115 US-131 N  Three Rivers MI 49093,KFC,42.325054,-85.276679,75,,,Normal Geofence
36812733,616 S MAIN ST  SMITHS GROVE KY 42171,Gas 87179,37.04442,-86.209331,75,,,Normal Geofence
36812734,4091 JIMMIE DYESS PARKWAY  AUGUSTA GA 30909,Gas 65,33.480073,-82.131071,75,,,Normal Geofence
36812735,395 E. VISTA DRIVE  WEED CA 96094,Gas 137,41.398517,-122.376609,75,,,Normal Geofence
36812736,315 E 13TH STREET  HARDIN MT 59034,Gas 964,45.742419,-107.596967,75,,,Normal Geofence
36812737,1123 Verdant Dr  Elkhart IN 46516,Welch Packaging,40.479739,-85.592079,75,,,Normal Geofence
36812738,1100 ONeill Rd  Hebron OH 43025,Covestro Compounding,39.314679,-84.463913,75,,,Normal Geofence
36812739,838 STATE ROUTE 97 WEST  BELLVILLE OH 44813,Gas 83535,40.647614,-82.543566,75,,,Normal Geofence
36812740,900 TYSON ROAD  HOPE HULL AL 36043,Gas 604,32.194363,-86.420629,75,,,Normal Geofence
36812741,705 N Sparta St  Steeleville IL 62288,Gilster Mary Lee,38.010681,-89.659325,75,,,Normal Geofence
36812742,640 DIXIE LEE AVENUE  MONTEAGLE TN 37356,Gas 4599,35.232909,-85.825517,75,,,Normal Geofence
36812743,139 Enterprise Pkwy  West Jefferson OH 43162,Kellogg / DSC,39.95229,-83.330049,75,,,Normal Geofence
36812744,3366 Kraft Ave SE  Grand Rapids MI 49512,Columbian (GATX),42.902407,-85.526919,75,,,Normal Geofence
36812745,2601 SOUTH RANGE AVENUE  DENHAM SPRINGS LA 70726,Gas 79,30.451895,-90.956832,75,,,Normal Geofence
36812746,8281 TRIDON DR  SMYRNA TN 37167,Gas 87138,35.935505,-86.529809,75,,,Normal Geofence
36812747,710 MURFREESBORO RD  NASHVILLE TN 37210,Gas 87136,36.139429,-86.732031,75,,,Normal Geofence
36812748,I-196 E  Grand Rapids MI 49505,HFS - H2,42.973527,-85.638513,75,,,Normal Geofence
36812749,15010 SOUTH STATE HWY 31  GRETNA NE 68028,Gas 686,41.092561,-96.255621,75,,,Normal Geofence
36812750,6595 IN-10  Knox IN 46534,Westrock Knox,41.229029,-86.571302,75,,,Normal Geofence
36812751,4444 COMMERCE LANE  ORLAND CA 95963,Gas 1019,39.750305,-122.207594,75,,,Normal Geofence
36812752,400 HAYNES STREET  STURBRIDGE MA 1566,Gas 222,42.064858,-72.10866,75,,,Normal Geofence
36812753,3140 OH-350  LEBANON OH 45036,Gas 552,39.411135,-84.150336,75,,,Normal Geofence
36812754,114 N Water St  Crawfordsville IN 47933,Pomp's Tire,46.929671,-104.009434,75,,,Normal Geofence
36812755,2884 NORTH US HIGHWAY 421  MICHIGAN CITY IN 46360,Gas 86748,41.649192,-86.894955,75,,,Normal Geofence
36812756,617 LOVELL RD  KNOXVILLE TN 37932,Gas 87156,35.909461,-84.15013,75,,,Normal Geofence
36812757,921 N. IH 35  COTULLA TX 78014,Gas 488,28.452549,-99.238124,75,,,Normal Geofence
36812758,1501 W ROOSEVELT ROAD  WEST CHICAGO IL 60185,Gas 83994,41.877757,-88.235317,75,,,Normal Geofence
36812759,200 Stephens Dr  Nicholasville KY 40356,rock tenn nick,37.886067,-84.58019,75,,,Normal Geofence
36812760,6161 WEST BRICK ROAD  SOUTH BEND IN 46628,Gas 86674,41.738116,-86.333531,75,,,Normal Geofence
36812761,600 Thomas Rd  Bensenville IL 60106,PRI,41.972791,-87.947419,75,,,Normal Geofence
36812762,7300 WEST OKEECHOBEE ROAD  FORT PIERCE FL 34945,Gas 90,27.414193,-80.400309,75,,,Normal Geofence
36812763,15954 11 Mile Rd  Battle Creek MI 49014,TA - Battle Creek,42.301219,-85.081653,75,,,Normal Geofence
36812764,Battle Creek MI 49014,Pilot Battle Creek,42.347742,-85.085676,75,,,Normal Geofence
36812765,55 ROBINHOOD DRIVE  ETTERS PA 17319,Gas 86761,40.15358,-76.820378,75,,,Normal Geofence
36812766,1300 BURKE ROAD  ST. MATTHEWS SC 29135,Gas 4579,33.632462,-80.879655,75,,,Normal Geofence
36812767,8801 NE BIRMINGHAM ROAD  KANSAS CITY MO 64161,Gas 1126,39.15653,-94.476274,75,,,Normal Geofence
36812768,706 EAST I-20 FRONTAGE RO AD BIG SPRING TX 79720,Gas 559,32.265518,-101.474557,75,,,Normal Geofence
36812769,3784 Hayes Rd  Groveport OH 43125,Faro - Pontius Rd,39.827971,-82.891187,75,,,Normal Geofence
36812770,5490 Roosevelt RD  Chicago IL 60644,LBP,41.865734,-87.761294,75,,,Normal Geofence
36812771,4425 NORTH STATE ROUTE 59  BRAZIL IN 47834,Gas 88738,39.45252,-87.127189,75,,,Normal Geofence
36812772,5900 E. INTERSTATE 20  ODESSA TX 79766,Gas 580,31.864251,-102.302369,75,,,Normal Geofence
36812773,7915 Division Ave S  Byron Township MI 49548,Trailer Express,42.819819,-85.6648,75,,,Normal Geofence
36812774,905 AMERICAN ROAD  NAPOLEON OH 43545,Gas 303,41.416374,-84.104256,75,,,Normal Geofence
36812775,8998 SC HIGHWAY 11  CAMPOBELLO SC 29322,Gas 884,35.139282,-82.104346,75,,,Normal Geofence
36812776,3001 MILWAUKEE ROAD  BELOIT WI 53511,Gas 289,42.526668,-88.979827,75,,,Normal Geofence
36812777,820 EDWARDSVILLE ROAD  TROY IL 62294,Gas 249,38.731874,-89.908676,75,,,Normal Geofence
36812778,16369 US 131  Schoolcraft MI 49087,J Rettenmaier,42.078076,-85.635337,75,,,Normal Geofence
36812779,41112 W INDIAN SCHOOL RD  TONOPAH AZ 85354,Gas 1180,33.493892,-112.937228,75,,,Normal Geofence
36812780,1336 Norton Rd  Columbus OH 43119,Royal Paper,39.923127,-83.142897,75,,,Normal Geofence
36812781,6008 HWY 31W  PORTLAND TN 37148,Gas 87161,36.628116,-86.566248,75,,,Normal Geofence
36812782,1623 S Lumber St  Chicago IL 60616,Continental PG,41.859265,-87.63539,75,,,Normal Geofence
36812783,3803 3 1/2 Mile Rd  Athens Township MI 49011,The Hive,42.126906,-85.231792,75,,,Normal Geofence
36812784,6098 MACASHAN DR  MCCALLA AL 35111,Gas 601,33.321728,-87.047124,75,,,Normal Geofence
36812785,3353 FEDERAL WAY  EAST BOISE ID 83705,Gas 777,43.57106,-116.189315,75,,,Normal Geofence
36812786,601 EAST FIFTH STREET  MURDO SD 57559,Gas 599,43.886011,-100.704674,75,,,Normal Geofence
36812787,11230 Addison Ave  Franklin Park IL 60131,Graph Pak,33.602133,-114.523475,75,,,Normal Geofence
36812788,"1 Infinite Loop, Cupertino, CA 95014, USA",add_dQVTdcybSP2igQ5-SLXd6g,37.331184,-122.028713,75,,,Normal Geofence
36812789,2328 Summit St  New Haven IN 46774,CSC - New haven,41.073765,-84.99857,75,,,Normal Geofence
36812790,1670 WEST 12TH STREET  OGDEN UT 84404,Gas 294,41.245372,-112.019366,75,,,Normal Geofence
36812791,819 BUCK CREEK ROAD  SIMPSONVILLE KY 40067,Gas 354,38.210246,-85.348126,75,,,Normal Geofence
36812792,2495 WILLIAMS AVE  LIMON CO 80828,Gas 621,39.27521,-103.709712,75,,,Normal Geofence
36812793,574 BETTIS ACADEMY ROAD  GRANITEVILLE SC 29829,Gas 4568,33.604973,-81.8401,75,,,Normal Geofence
36812794,8051 BAGLEY AVENUE  NORTHFIELD MN 55057,Gas 576,44.470686,-93.294797,75,,,Normal Geofence
36812795,5448 E PONCE DE LEON AVE  TUCKER GA 30083,Gas 84107,33.826485,-84.196668,75,,,Normal Geofence
36812796,1801 Elmwood Ave  Buffalo NY 14207,MODPAC,42.945206,-78.877944,75,,,Normal Geofence
36812797,48286 VICKSBURG RD  SALOME AZ 85348,Gas 1212,33.633717,-113.768861,75,,,Normal Geofence
36812798,715 SOUTH LAKESIDE DRIVE  AMARILLO TX 79118,Gas 436,35.196358,-101.74135,75,,,Normal Geofence
36812799,288 RESACA BEACH BLVD  RESACA GA 30735,Gas 632,34.576502,-84.947287,75,,,Normal Geofence
36812800,5170 NC 42 W  GARNER NC 27529,Gas 86985,35.609078,-78.561628,75,,,Normal Geofence
36812801,917 EAST ELM STREET  MARSTON MO 63866,Gas 301,36.518776,-89.601757,75,,,Normal Geofence
36812802,503 N. OAKWOOD STREET  OAKWOOD IL 61858,Gas 171,40.123734,-87.779494,75,,,Normal Geofence
36812803,6121 LEE HWY  CHATTANOOGA TN 37421,Gas 87114,35.029826,-85.187623,75,,,Normal Geofence
36812804,9810 PERRIN RD  MASCOUTAH IL 62258,Gas 1225,38.555469,-89.80597,75,,,Normal Geofence
36812805,5353 CAIRO ROAD  PADUCAH KY 42001,Gas 358,37.097052,-88.69118,75,,,Normal Geofence
36812806,4200 W HWY 302  ODESSA TX 79764,Gas 1143,31.876274,-102.422367,75,,,Normal Geofence
36812807,230 Progress Dr E  Kendallville IN 46755,GPI Whse,41.441694,-85.222398,75,,,Normal Geofence
36812808,4302 E SHELBY DR  MEMPHIS TN 38118,Gas 87175,35.021103,-89.919657,75,,,Normal Geofence
36812809,5201 GRANITE LANE  SIOUX FALLS SD 57107,Gas 716,43.603584,-96.767802,75,,,Normal Geofence
36812810,3817 N HIGHWAY 97  KLAMATH FALLS OR 97601,Gas 504,42.256113,-121.798748,75,,,Normal Geofence
36812811,1810 N Pitcher St  Kalamazoo MI 49007,GPI KZOO Lot E,42.308679,-85.578816,75,,,Normal Geofence
36812812,650 STAGE COACH DR.  ROCK SPRINGS WY 82901,Gas 764,41.608372,-109.230745,75,,,Normal Geofence
36812813,"600 Helmer Rd N, Springfield, MI 49037, USA",Behnke Inc,42.331405,-85.237623,75,,,Yard
36812814,140 Buchanan St  Chelsea MI 48118,Chelsea Milling,42.321041,-84.022195,75,,,Normal Geofence
36812815,942 E PIMA ST  GILA BEND AZ 85337,Gas 1244,32.949982,-112.705483,75,,,Normal Geofence
36812816,3825 SOUTHWAY STREET SOUT HWEST CANTON OH 44706,Gas 89400,40.781501,-81.420515,75,,,Normal Geofence
36812817,4455 KING STREET  COCOA FL 32926,Gas 88,28.359047,-80.792485,75,,,Normal Geofence
36812818,703 STATE HWY 80  MATTHEWS MO 63867,Gas 671,36.760194,-89.540918,75,,,Normal Geofence
36812819,7001 HIGHWAY 21  PORT WENTWORTH GA 31407,Gas 71,32.188197,-81.195074,75,,,Normal Geofence
36812820,4705 CALUMET AVENUE  HAMMOND IN 46327,Gas 88305,41.628363,-87.508514,75,,,Normal Geofence
36812821,2740 W Dickman Rd  Springfield MI 49037,Pack & Play,42.318735,-85.228617,75,,,Normal Geofence
36812822,"2 Infinite Loop, Cupertino, CA 95014, USA",add_noEPsY41RZiZRY2vqiMnSg2,37.331184,-122.028713,75,,,Normal Geofence
36812823,604 S. HWY 277  SONORA TX 76950,Gas 8638,30.566848,-100.643427,75,,,Normal Geofence
36812824,16271 S Lowell Rd  Lansing MI 48906,Lansing Packaging,42.780534,-84.641066,75,,,Normal Geofence
36812825,9601 I-40 E EXIT 76  AMARILLO TX 79118,Gas 723,35.194312,-101.72378,75,,,Normal Geofence
36812826,314 LOVELL ROAD  KNOXVILLE TN 37922,Gas 270,35.903501,-84.140546,75,,,Normal Geofence
36812827,106 E Fountain St  Battle Creek MI 49017,F-4,33.529447,-86.851573,75,,,Normal Geofence
36812828,3015 GARDEN CITY HWY.  MIDLAND TX 79701,Gas 8621,31.984261,-102.042799,75,,,Normal Geofence
36812829,250 Service Dr  Danville KY 40422,Hilpp Whse,37.617751,-84.803877,75,,,Normal Geofence
36812830,1940 Reed Ave  Edison MI 49001,LC Howard Factory St,42.274003,-85.555542,75,,,Normal Geofence
36812831,2965 HIGHWAY 247C  BYRON GA 31008,Gas 267,32.612766,-83.744558,75,,,Normal Geofence
36812832,7985 HIGHWAY 200  MILLTOWN MT 59851,Gas 905,46.875032,-113.887216,75,,,Normal Geofence
36812833,400 N Portland St  Bryan OH 43506,Spangler Candy,41.478146,-84.556493,75,,,Normal Geofence
36812834,708 NORTH MAIN STREET  LAMAR CO 81052,Gas 1052,38.096663,-102.618706,75,,,Normal Geofence
36812835,1695 Crossroads St  joliet IL 91915,DSC Logistics,41.492927,-88.183707,75,,,Normal Geofence
36812836,525 Enterprise Dr  Neenah WI 54956,Menasha packaging enterpr,44.151932,-88.478554,75,,,Normal Geofence
36812837,2333 S Wabash Ave  Wamac IL 62801,GPI,38.494819,-89.138565,75,,,Normal Geofence
36812838,4500 HIGHWAY 43 SOUTH  JOPLIN MO 64804,Gas 317,37.004281,-94.55245,75,,,Normal Geofence
36812839,3040 220TH STREET  WILLIAMS IA 50271,Gas 572,42.470283,-93.572673,75,,,Normal Geofence
36812840,600 WEST 750 NORTH  WILLARD UT 84340,Gas 748,41.424036,-112.051736,75,,,Normal Geofence
36812841,791 TENTH STREET  CARLIN NV 89822,Gas 387,40.719691,-116.105683,75,,,Normal Geofence
36812842,3801 N. DIVISION STREET  MORRIS IL 60450,Gas 483,41.395137,-88.421038,75,,,Normal Geofence
36812843,2801 E. GOV. JOHN SEVIER HIGHWAY KNOXVILLE TN 37914,Gas 241,35.960272,-83.823426,75,,,Normal Geofence
36812844,100 E Oakton St  Des Plaines IL 60018,International-Paper,36.197536,-85.93944,75,,,Normal Geofence
36812845,2501 BURR STREET  GARY IN 46406,Gas 271,41.572543,-87.401536,75,,,Normal Geofence
36812846,5901 FAIRFIELD ROAD  COLUMBIA SC 29203,Gas 712,34.064746,-81.02336,75,,,Normal Geofence
36812847,20 Ringel Ave  Wabash IN 46992,LIVING ESSENTIALS,40.837544,-85.800039,75,,,Normal Geofence
36812848,4416 SKYLAND BOULEVARD EA ST TUSCALOOSA AL 35405,Gas 76,33.173327,-87.47866,75,,,Normal Geofence
36812849,579 SOUTH HERMITAGE ROAD  HERMITAGE PA 16148,Gas 82907,41.226051,-80.451187,75,,,Normal Geofence
36812850,461 Dobbins St  Marshall MI 49068,Tenneco,42.269237,-84.974022,75,,,Normal Geofence
36812851,985 PEELER ROAD  SALISBURY NC 28147,Gas 7983,35.612536,-80.519882,75,,,Normal Geofence
36812852,700 J HWY  PECULIAR MO 64078,Gas 672,38.723276,-94.451641,75,,,Normal Geofence
36812853,9211 LEWISBURG HIGHWAY  CORNERSVILLE TN 37047,Gas 406,35.305307,-86.884086,75,,,Normal Geofence
36812854,27 DIAMOND ROAD  SUPERIOR MT 59872,Gas 911,47.173891,-114.865887,75,,,Normal Geofence
36812855,801 NC HIGHWAY 211E  CANDOR NC 27229,Gas 6978,35.802321,-80.558309,75,,,Normal Geofence
36812856,894 Prairie St  Sturgis MI 49091,Americraft Carton,41.791343,-85.424477,75,,,Normal Geofence
36812857,3371 Raleigh Dr SE  Grand Rapids MI 49512,Columbian - 33rd Street,42.902161,-85.533883,75,,,Normal Geofence
36812858,2400 ALLIANCE GATEWAY FWY . FORT WORTH TX 76177,Gas 434,32.958041,-97.307652,75,,,Normal Geofence
36812859,1522 WEST MARKET STREET  BLOOMINGTON IL 61701,Gas 299,40.482158,-89.017635,75,,,Normal Geofence
36812860,3365 SUGAR HILL ROAD  MARION NC 28752,Gas 1063,35.64271,-82.039522,75,,,Normal Geofence
36812861,15852 TENN HWY 13 S  HURRICANE MILLS TN 37078,Gas 87111,35.876695,-87.802518,75,,,Normal Geofence
36812862,7837 EAST LINCOLN HIGHWAY  LIMA OH 45801,Gas 83547,40.833559,-83.987656,75,,,Normal Geofence
36812863,396 SOUTH 00 EW  KOKOMO IN 46902,Gas 88062,40.424157,-86.127936,75,,,Normal Geofence
36812864,520 SOUTH STATE ROAD 39  LEBANON IN 46052,Gas 652,40.032302,-86.473531,75,,,Normal Geofence
36812865,124 Tri Quad Dr  Michigan City IN 46360,On Line Packaging,41.699423,-86.841126,75,,,Normal Geofence
36812866,3812 EAST CRAIG ROAD  NORTH LAS VEGAS NV 89031,Gas 341,36.240808,-115.097937,75,,,Normal Geofence
36812867,9351 CANAL ROAD  GULFPORT MS 39503,Gas 676,30.421318,-89.137923,75,,,Normal Geofence
36812868,11900 E 8 Mile Rd  Detroit MI 48205,Detroit abrasives,42.448203,-83.002396,75,,,Normal Geofence
36812869,122 Quality Ct  Charlestown IN 47111,LSC,38.434449,-85.665186,75,,,Normal Geofence
36812870,4376 N IN-59  BRAZIL IN 47834,Gas 444,39.451531,-87.12561,75,,,Normal Geofence
36812871,"6001 W 65th St, Chicago, IL 60638, USA",AIRA,41.772795,-87.799794,75,,,Normal Geofence
36812872,801 HOBBS HWY  SEMINOLE TX 79360,Gas 8612,32.719509,-102.65446,75,,,Normal Geofence
36812873,2786 SALT SPRINGS ROAD  GIRARD OH 44420,Gas 281,41.13975,-80.719709,75,,,Normal Geofence
36812874,23866 ROGERS CLARK BLVD.  RUTHER GLEN VA 22546,Gas 876,37.939393,-77.468506,75,,,Normal Geofence
36812875,853 INTERCHANGE DRIVE  HOLLAND MI 49423,Gas 1021,42.740797,-86.070483,75,,,Normal Geofence
36812876,493 EAST STATE ROUTE 44  WILDWOOD FL 34785,Gas 95,28.873718,-82.095244,75,,,Normal Geofence
36812877,6900 OLD U.S. 27  FREMONT IN 46737,Gas 29,41.74438,-84.999629,75,,,Normal Geofence
36812878,7833 LINGLESTOWN ROAD  HARRISBURG PA 17112,Gas 4563,40.35232,-76.727159,75,,,Normal Geofence
36812879,6830 FRANKLIN-LEBANON ROA D FRANKLIN OH 45005,Gas 9,39.54264,-84.290253,75,,,Normal Geofence
36812880,90 SOUTH STONE ROAD  SNOWVILLE UT 84336,Gas 774,41.963467,-112.710092,75,,,Normal Geofence
36812881,403 SW FRONTAGE ROAD  WINONA MS 38967,Gas 261,33.485299,-89.770294,75,,,Normal Geofence
36812882,701 SOUTH MORGAN ROAD  OKLAHOMA CITY OK 73128,Gas 703,35.458556,-97.689257,75,,,Normal Geofence
36812883,2400 HOLLAND ROAD  SUFFOLK VA 23434,Gas 1049,36.714277,-76.669065,75,,,Normal Geofence
36812884,491 ST. MARY'S ROAD  ST. MARY'S GA 31558,Gas 575,30.759898,-81.648475,75,,,Normal Geofence
36812885,1501 E 96th St  Chicago IL 60628,Grand warehouse,41.720346,-87.588546,75,,,Normal Geofence
36812886,3773 Clay Ave SW  Wyoming MI 49548,Cummins,42.895278,-85.676755,75,,,Normal Geofence
36812887,701 EAST EDGAR ROAD  LINDEN NJ 7036,Gas 83503,40.632372,-74.238337,75,,,Normal Geofence
36812888,12700 SOUTH PULASKI ROAD  ALSIP IL 60803,Gas 87461,41.661699,-87.719571,75,,,Normal Geofence
36812889,4300 CRITTENDEN DRIVE  LOUISVILLE KY 40209,Gas 89662,38.192981,-85.751443,75,,,Normal Geofence
36812890,8200 N.W. BLVD.  DAVENPORT IA 52806,Gas 636,41.603289,-90.625173,75,,,Normal Geofence
36812891,2700 McDonough St  Joliet IL 60436,NSD/DSC Joliet Drop yard,41.512981,-88.148352,75,,,Normal Geofence
36812892,481 WEST HIGHWAY 92  WILLIAMSBURG KY 40769,Gas 437,36.721788,-84.168243,75,,,Normal Geofence
36812893,5829 STATE ROAD 43  WEST LAFAYETTE IN 47906,Gas 88064,40.502041,-86.867983,75,,,Normal Geofence
36812894,801 W FAIRFIELD RD  HIGH POINT NC 27263,Gas 86954,35.920505,-80.000555,75,,,Normal Geofence
36812895,410 EAST VISTULA STREET  BRISTOL IN 46507,Gas 86664,41.721872,-85.813242,75,,,Normal Geofence
36812896,2309 SMITHTOWN ROAD  MORGANTOWN WV 26508,Gas 503,39.538934,-79.994446,75,,,Normal Geofence
36812897,2415 Plantside Dr  Louisville KY 40299,Southern Standard,38.210955,-85.564748,75,,,Normal Geofence
36812898,5905 NORTH US-35  LA PORTE IN 46350,Gas 86661,41.691882,-86.803713,75,,,Normal Geofence
36812899,4541 JONES SAUSAGE ROAD  GARNER NC 27529,Gas 86961,35.720657,-78.586028,75,,,Normal Geofence
36812900,1015 Marion Rd  Columbus OH 43207,Westrock Columbus,36.139125,-85.628391,75,,,Normal Geofence
36812901,2000 Industrial Blvd  Louisville KY 40219,Westrock Louisville,38.153855,-85.70882,75,,,Normal Geofence
36812902,1439 Lavelle Dr  Xenia OH 45385,Graphic Xenia,39.670257,-83.908083,75,,,Normal Geofence
36812903,1222 W Laskey Rd  Toledo OH 43612,Hometown Foods,41.707421,-83.570903,75,,,Normal Geofence
36812904,3801 OHIO RIVER BOULEVARD  BADEN PA 15005,Gas 82912,40.626162,-80.229953,75,,,Normal Geofence
36812905,5900 Carlson Ave  Portage IN 46368,MSI,41.598843,-87.186998,75,,,Normal Geofence
36812906,522 HIGHWAY 601 SOUTH  LUGOFF SC 29078,Gas 346,34.799894,-80.408386,75,,,Normal Geofence
36812907,1068 36th St SE  Grand Rapids MI 49508,Columbian Whse,35.077992,-81.703174,75,,,Normal Geofence
36812908,4066 US-59  GEORGE WEST TX 78022,Gas 554,28.336686,-98.02339,75,,,Normal Geofence
36812909,3709 S GEIGER BLVD  SPOKANE WA 99224,Gas 963,47.62061,-117.506962,75,,,Normal Geofence
36812910,1104 Big Four Arch Rd  Crawfordsville IN 47933,LSC - Crawfordsville,35.612536,-80.519882,75,,,Normal Geofence
36812911,501 VAN HORN DRIVE  VAN HORN TX 79855,Gas 209,31.036144,-104.830153,75,,,Normal Geofence
36812912,6595 DIXIE HIGHWAY  BRIDGEPORT MI 48722,Gas 88723,43.348675,-83.859109,75,,,Normal Geofence
36812913,2634 Marion Dr  Kendallville IN 46755,Graphic - Kendallville,41.44034,-85.219766,75,,,Normal Geofence
36812914,900 PLAZA AVENUE  WOODHULL IL 61490,Gas 476,41.180648,-90.33831,75,,,Normal Geofence
36812915,16049 WILLOWBROOK ROAD  SOUTH BELOIT IL 61080,Gas 646,42.494176,-88.998511,75,,,Normal Geofence
36812916,1100 Pidco Dr  Plymouth IN 46563,Westrock Plymouth,36.180234,-119.333424,75,,,Normal Geofence
36812917,2995 SAINT JOHNS ROAD  LIMA OH 45804,Gas 85236,40.697916,-84.089033,75,,,Normal Geofence
36812918,541 Industry Rd  Louisville KY 40208,Recycling management,38.219243,-85.77046,75,,,Normal Geofence
36812919,3105 DOYLE ROAD  NEW HAVEN IN 46774,Gas 304,41.059695,-84.980352,75,,,Normal Geofence
36812920,8300 STATE HIGHWAY 108 BO X 254B TEXARKANA AR 71854,Gas 606,33.513522,-93.948528,75,,,Normal Geofence
36812921,204 SOUTH WALLER AVE  BROOKSHIRE TX 77423,Gas 740,29.780082,-95.952283,75,,,Normal Geofence
36812922,450 HIGHWAY 109 N  LEBANON TN 37090,Gas 87124,36.192005,-86.411632,75,,,Normal Geofence
36812923,6589 THOMPSON RD  SYRACUSE NY 13206,Gas 89935,43.088631,-76.09251,75,,,Normal Geofence
36812924,5300 SOUTH STATE RTE. 3  SPICELAND IN 47385,Gas 655,39.847739,-85.412084,75,,,Normal Geofence
36812925,72235 VARNER RD  THOUSAND PALMS CA 92276,Gas 765,33.817821,-116.40339,75,,,Normal Geofence
36812926,1204 N 15th Ave E  Newton IA 50208,GPI -Newton,41.71451,-93.0351,75,,,Normal Geofence
36812927,23769 Mathew Rd  Sterling IL 61081,Walmart#7024,41.776315,-89.789894,75,,,Normal Geofence
36812928,44133 FAIRGROUND ROAD  CALDWELL OH 43724,Gas 309,39.737481,-81.527628,75,,,Normal Geofence
36812929,9587 CHARLESTON HWY  ST. GEORGE SC 29477,Gas 4576,33.269684,-80.567107,75,,,Normal Geofence
36812930,2901 W. HIGHWAY 86  TULIA TX 79088,Gas 888,34.528874,-101.797716,75,,,Normal Geofence
36812931,6252 STATE RTE. 18 EAST  MARION IN 46952,Gas 1086,40.554006,-85.553944,75,,,Normal Geofence
36812932,2758 W Halbert Rd  Battle Creek MI 49017,Gophers Hole,42.38279,-85.247808,75,,,Normal Geofence
36812933,2807 N. US  HWY 87  BIG SPRING TX 79721,Gas 8628,32.196546,-101.475236,75,,,Normal Geofence
36812934,720 US HIGHWAY 42 NORTHEA ST LONDON OH 43140,Gas 85360,39.950042,-83.38305,75,,,Normal Geofence
36812935,5619 I-10 EAST  SAN ANTONIO TX 78219,Gas 306,29.439959,-98.380083,75,,,Normal Geofence
36812936,2800 US HIGHWAY 1  NORTH BRUNSWICK NJ 8902,Gas 83475,40.431784,-74.515004,75,,,Normal Geofence
36812937,275 Cliff St  Battle Creek MI 49014,POST FOODS BC,42.309773,-85.161688,75,,,Normal Geofence
36812938,800 WATT ROAD  KNOXVILLE TN 37932,Gas 722,35.881901,-84.235249,75,,,Normal Geofence
36812939,9800 I-20 FRONTAGE ROAD  CANTON TX 75103,Gas 883,32.543258,-95.755565,75,,,Normal Geofence
36812940,8221 US-287  RHOME TX 76078,Gas 1140,33.100415,-97.470376,75,,,Normal Geofence
36812941,507 HIGHWAY 309  NIOTA TN 37826,Gas 4598,35.544914,-84.565053,75,,,Normal Geofence
36812942,3904 W Ferguson Rd  Fort Wayne IN 46809,IP -Ft Wayne,40.989444,-85.187016,75,,,Normal Geofence
36812943,623 SPRING STREET  ELIZABETH NJ 7201,Gas 83495,40.674381,-74.198672,75,,,Normal Geofence
36812944,3080 N TX-16  TILDEN TX 78072,Gas 1002,28.471541,-98.546965,75,,,Normal Geofence
36812945,1200 E 14 Mile Rd  Madison Heights MI 48071,Kars Nuts,42.533583,-83.096024,75,,,Normal Geofence
36812946,3758 WEST MORRIS STREET  INDIANAPOLIS IN 46241,Gas 83700,39.750532,-86.223949,75,,,Normal Geofence
36812947,512 Jonesville Rd  Coldwater MI 49036,Walmart Coldwater,41.985652,-84.976191,75,,,Normal Geofence
36812948,145 Capital Ave SW  Battle Creek MI 49017,Graphic Packaging C-8,42.31596,-85.186976,75,,,Normal Geofence
36812949,7210 STRAWBERRY PLAINS PI KE KNOXVILLE TN 37914,Gas 219,35.999198,-83.778001,75,,,Normal Geofence
